Id,LocName,Address,District,City,ZipCode,Latitude,Longitude,State,AvailableTime,AvailableTimeByte
ebd52345-65dc-4f38-acd4-f1db75b30f9b,"{ List : [{ Value :  Taiwan Sugar Guangming GS , Lang :  en-US },{ Value :  台糖光明加油站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.105, Guangming Rd., Huwei Township, Yunlin County , Lang :  en-US },{ Value :  雲林縣虎尾鎮光明路105號(近虎尾鎮立圖書館) , Lang :  zh-TW }]}","{ List : [{ Value :  Huwei Township , Lang :  en-US },{ Value :  虎尾鎮 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",63253,23.707793,120.449229,1,24HR,
b765f85e-6cae-478b-9927-f328fa5ef1bf,"{ List : [{ Value :  Carrefour Huwei Store , Lang :  en-US },{ Value :  家樂福虎尾店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.96, Lixin St., Huwei Township, Yunlin County , Lang :  en-US },{ Value :  雲林縣虎尾鎮立新街96號(近立仁國小) , Lang :  zh-TW }]}","{ List : [{ Value :  Huwei Township , Lang :  en-US },{ Value :  虎尾鎮 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",63246,23.705158,120.426901,1,24HR,
7028978e-7379-4391-938b-f7c73b0d1885,"{ List : [{ Value :  Pxmart YL Dounan Store , Lang :  en-US },{ Value :  全聯雲林斗南店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.6, Ln. 32, Zhongshan Rd., Dounan Township, Yunlin County , Lang :  en-US },{ Value :  雲林縣斗南鎮中山路32巷6號(近斗南火車站) , Lang :  zh-TW }]}","{ List : [{ Value :  Dounan Township , Lang :  en-US },{ Value :  斗南鎮 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",63041,23.674313,120.480364,1,24HR,
c900d67d-84e1-4b9e-907b-f7cb2dc2c379,"{ List : [{ Value :  CPC Lingkou GS , Lang :  en-US },{ Value :  中油嶺口加油站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.125, Tongling Rd., Dashu Dist., Kaohsiung City 840, Taiwan  , Lang :  en-US },{ Value :  高雄市大樹區鐘鈴路125號之2(近統領路/旗南三路口) , Lang :  zh-TW }]}","{ List : [{ Value :  Dashu Dist. , Lang :  en-US },{ Value :  大樹區 , Lang :  zh-TW }]}","{ List :[{ Value : Kaohsiung City , Lang : en-US },{ Value : 高雄市 , Lang : zh-TW }]}",84049,22.773402,120.436266,1,24HR,
66f06138-d475-40d2-bd09-f7e6f33559f5,"{ List : [{ Value :  Carrefour Sinnan Store , Lang :  en-US },{ Value :  家樂福新楠店站A , Lang :  zh-TW }]}","{ List : [{ Value :  No. 60, Tuku 1st Rd., Nanzi Dist., Kaohsiung City 811, Taiwan , Lang :  en-US },{ Value :  高雄市楠梓區土庫一路60號(近土庫一路與清豐一路交叉口) , Lang :  zh-TW }]}","{ List : [{ Value :  Nanzi Dist. , Lang :  en-US },{ Value :  楠梓區 , Lang :  zh-TW }]}","{ List :[{ Value : Kaohsiung City , Lang : en-US },{ Value : 高雄市 , Lang : zh-TW }]}",81164,22.73614,120.330897,1,24HR,
26a7b63d-2caf-4cac-ba1c-f833b4814236,"{ List : [{ Value :  Carrefour Aihe Store , Lang :  en-US },{ Value :  家樂福愛河店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.356, Hedong Rd., Sanmin Dist., Kaohsiung City , Lang :  en-US },{ Value :  高雄市三民區河東路356號(近愛河景觀親水公園) , Lang :  zh-TW }]}","{ List : [{ Value :  Sanmin Dist. , Lang :  en-US },{ Value :  三民區 , Lang :  zh-TW }]}","{ List :[{ Value : Kaohsiung City , Lang : en-US },{ Value : 高雄市 , Lang : zh-TW }]}",80752,22.634166,120.285723,1,24HR,
de1cb98b-ed92-42a5-a18a-f9a19a14686f,"{ List : [{ Value :  Familymart Kaohsiung hsin sheng store , Lang :  en-US },{ Value :  全家高雄新勝店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No. 313, Nanping Rd., Zuoying Dist., Kaohsiung City 813, Taiwan (R.O.C.) , Lang :  en-US },{ Value :  高雄市左營區南屏路313號(近南屏路與新勝街交叉口) , Lang :  zh-TW }]}","{ List : [{ Value :  Zuoying Dist , Lang :  en-US },{ Value :  左營區 , Lang :  zh-TW }]}","{ List :[{ Value : Kaohsiung City , Lang : en-US },{ Value : 高雄市 , Lang : zh-TW }]}",81355,22.668216,120.299675,1,24HR,
55016a40-76b2-423b-9255-f62d90441a05,"{ List : [{ Value :  Pxmart Qijin Zhongzhou Store , Lang :  en-US },{ Value :  全聯旗津中洲店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.179-11, Zhongzhou 2nd Rd., Qijin Dist., Kaohsiung City , Lang :  en-US },{ Value :  高雄市旗津區中洲二路179-11號(近大汕頭朝龍宮) , Lang :  zh-TW }]}","{ List : [{ Value :  Qijin Dist. , Lang :  en-US },{ Value :  旗津區 , Lang :  zh-TW }]}","{ List :[{ Value : Kaohsiung City , Lang : en-US },{ Value : 高雄市 , Lang : zh-TW }]}",80546,22.586295,120.289217,1,24HR,
10ce873c-b233-4556-9caf-f66ccf0b207d,"{ List : [{ Value :  Pxmart FS Guotai Store , Lang :  en-US },{ Value :  全聯鳳山國泰店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.2, Sec. 1, Guotai Rd., Fengshan Dist., Kaohsiung City , Lang :  en-US },{ Value :  高雄市鳳山區國泰路一段2號(近中山公園) , Lang :  zh-TW }]}","{ List : [{ Value :  Fengshan Dist. , Lang :  en-US },{ Value :  鳳山區 , Lang :  zh-TW }]}","{ List :[{ Value : Kaohsiung City , Lang : en-US },{ Value : 高雄市 , Lang : zh-TW }]}",83061,22.614691,120.362511,1,24HR,
669ece4f-29f4-46b2-a542-f1ddcf64cffa,"{ List : [{ Value :  Familymart Kaohsiung Hong Guang Store , Lang :  en-US },{ Value :  全家高雄宏光店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No. 786, Hanmin Rd., Xiaogang Dist., Kaohsiung City 812, Taiwan , Lang :  en-US },{ Value :  高雄市小港區漢民路786號(近高雄市立小港醫院) , Lang :  zh-TW }]}","{ List : [{ Value :  Xiaogang Dist , Lang :  en-US },{ Value :  小港區 , Lang :  zh-TW }]}","{ List :[{ Value : Kaohsiung City , Lang : en-US },{ Value : 高雄市 , Lang : zh-TW }]}",81256,22.568162,120.363795,1,24HR,
